community_id,size,mean_sentiment,sentiment_variance,polarization_morales,ECE,AOD,assortativity_sign,modularity_local
13612,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13643,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13661,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13669,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13696,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13736,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13755,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13769,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
13776,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13779,7,0.0,0.0,0.0,0.0,0.0,0.0,2.603089576333061e-05
13818,9,0.0,0.0,0.0,0.0,0.0,0.0,2.3138640939534764e-05
13855,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13915,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13926,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13958,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13967,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
13976,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14026,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14027,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14040,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14045,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14076,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14120,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14179,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14193,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14197,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
14239,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14252,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14280,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14349,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0246369383817586e-05
14359,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14377,6,0.0,0.0,0.0,0.0,0.0,0.0,1.4461776076619226e-05
14401,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14402,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14414,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14430,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14454,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14458,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14488,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14498,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14514,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14533,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14600,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14617,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14627,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14630,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14643,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14663,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14664,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14685,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14730,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
14734,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14764,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14820,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14854,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14880,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14887,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
14894,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
14953,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15017,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15028,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15037,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15163,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15176,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15221,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
15229,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15245,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15291,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
15316,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15317,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15398,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15407,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15417,7,0.0,0.0,0.0,0.0,0.0,0.0,1.735408109617907e-05
15421,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
15426,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15441,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
15448,6,0.0,0.0,0.0,0.0,0.0,0.0,1.735408109617907e-05
15458,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
15470,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15553,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15576,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15648,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15653,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15662,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
15686,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15716,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15735,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15737,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
15785,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15804,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15854,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15949,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15956,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15970,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
15986,7,0.0,0.0,0.0,0.0,0.0,0.0,1.735408109617907e-05
16000,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16018,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16049,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16124,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16130,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16139,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16148,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16154,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16164,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16176,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16198,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16199,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
16204,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16239,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16261,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16268,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16278,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16336,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16347,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16363,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16371,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16420,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16435,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16455,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
16457,12,0.0,0.0,0.0,0.0,0.0,0.0,4.0491918903489835e-05
16480,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16544,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16553,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16575,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16596,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16637,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16671,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16688,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16689,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16714,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16722,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16805,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16811,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16844,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
16933,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
16936,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17005,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17044,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17092,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17098,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17107,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
17119,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17154,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17179,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17183,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17234,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17260,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
17261,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17289,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17303,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17327,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
17338,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17341,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17356,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17360,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17361,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17364,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17440,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17445,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17451,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
17468,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17491,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17501,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17506,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17544,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17563,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17568,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17586,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17647,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17668,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17732,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17740,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17743,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17839,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17855,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17879,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17930,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
17957,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
17963,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17969,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
17981,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18007,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18018,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18033,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18072,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18182,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18193,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
18223,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18236,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18238,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18262,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18265,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18280,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18291,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18317,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
18319,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
18376,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18418,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18427,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18438,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
18456,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18461,5,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
18465,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18664,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
18667,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18697,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18698,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18705,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18738,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18845,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18866,4,0.0,0.0,0.0,0.0,0.0,0.0,8.677115841735537e-06
18871,4,0.0,0.0,0.0,0.0,0.0,0.0,1.156945432513805e-05
18936,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
18995,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19037,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19059,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19067,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19074,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19094,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19096,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19104,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19111,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19194,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19246,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19305,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19338,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
19365,3,0.0,0.0,0.0,0.0,0.0,0.0,5.784760626411691e-06
